,Unnamed: 0.1,Unnamed: 0,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,Label
33,33,33,-289.79138,116.34297,-24.079508,36.58292,-9.933088,13.73594,-2.4920344,4.26973,3.7958064,-1.3176003,-0.31233191,-0.033241153,5.1918063,Control
34,34,34,-373.40192,110.013504,-8.381684,27.36878,-5.6600413,25.890972,1.4438212,12.244017,9.698721,2.1861134,6.7858267,-0.33932757,8.443457,Control
35,35,35,-417.10712,100.616714,-6.977512,30.47408,-2.8901088,14.952232,-5.47068,5.8730063,6.1584063,2.4439294,-0.97292936,0.018996328,11.093606,Control
36,36,36,-533.7732,134.61246,-33.131023,60.08338,-29.487476,47.27608,-16.606888,29.701548,3.0722892,12.929783,4.1497054,-1.0959963,13.963255,Control
37,37,37,-353.7876,96.43642,0.7792654,38.876457,-4.7366924,18.285011,4.090969,8.933543,3.7162647,-0.63396734,1.5252233,-0.692637,7.3399434,Control
38,38,38,-330.90887,124.742096,-33.551315,32.477257,-21.931065,14.760063,-11.091384,0.43690792,1.2586231,2.9224012,-0.46551922,-5.1475015,4.991749,Control
39,39,39,-344.38138,96.66254,-0.52604675,34.7881,-5.637486,16.728033,3.837977,11.100295,4.432886,1.3885791,3.8753242,1.1609815,10.097195,Control
40,40,40,-201.35083,141.18762,-45.36298,40.795128,-23.531004,13.827697,-12.093074,-1.9785362,-1.2071632,1.5664141,-4.6890163,-5.9068284,6.171721,Control
41,41,41,-349.00284,119.68084,-7.164944,38.573963,6.2755055,18.803185,-1.9028068,8.777894,7.6613574,-0.5792535,-0.102089696,-2.5310712,3.4464128,Control
42,42,42,-248.90274,119.62628,-36.567406,39.310673,-21.087639,18.05215,-12.54289,4.538717,2.1133957,-1.2520977,-0.40491545,-0.54715776,5.953925,Control
43,43,43,-418.52048,111.55012,-33.84128,34.49266,-13.123839,24.324276,-6.7179575,14.766647,7.1697984,6.0857954,0.74823207,-5.3719144,11.473246,Control
44,44,44,-338.4757,111.40058,-0.66766554,26.43146,-2.8656201,19.291746,-0.21694997,0.9790556,7.590703,3.918933,0.50591266,-1.849376,9.239513,Control
45,45,45,-334.309,96.28649,-2.8308961,42.22246,-7.103082,17.941828,-4.0583444,11.207434,-0.3146687,-0.3113295,2.4416726,-5.3599916,8.396183,Control
46,46,46,-245.88048,117.72979,-26.383743,41.36013,-12.385846,8.3675785,-2.096805,-0.4583326,-3.822583,-2.7811294,-4.804479,-0.20750909,1.6979373,Control
47,47,47,-199.10321,132.01543,-40.324352,41.879837,-13.988762,9.208426,-10.383188,-2.4734058,-2.2876136,-2.136966,-4.9574885,-4.0078964,5.0108433,Control
48,48,48,-353.5947,119.909676,-13.688028,24.000576,-20.27703,22.882751,11.201456,13.185635,4.8345747,2.5254006,1.8076336,-0.8608023,8.467881,Control
49,49,49,-358.5983,113.495415,-22.227674,36.63747,-12.823091,30.164307,-1.1987982,16.360907,6.626137,2.2790408,4.450749,-1.0507163,11.146168,Control
50,50,50,-249.98782,118.82769,-15.321486,29.96732,-16.006134,11.191526,-0.5681037,-1.7030752,-0.5951992,-2.843272,-0.6092726,-1.6835322,0.8870494,Control
51,51,51,-209.81956,127.12613,-25.138556,35.366302,-16.523777,19.86156,1.1511935,4.72313,3.9301655,6.299824,3.3014526,3.6696846,7.1053543,Control
52,52,52,-331.39926,124.25946,3.272084,22.427088,-9.636157,16.692965,1.7720668,-1.4500911,2.3096843,-0.006487204,0.27146894,-1.3013253,1.5534519,Control
53,53,53,-240.78168,115.945595,-32.149315,44.076153,-24.168646,20.467262,-7.261544,6.096803,-3.5049355,-0.15257521,-2.8762352,-4.4481516,6.966281,Control
54,54,54,-210.3993,126.15314,-35.080475,37.371494,-20.539429,16.01633,-8.980625,2.5488043,-5.245337,-0.40145662,-4.002016,-6.2559595,7.0626144,Control
55,55,55,-310.51343,89.31259,-7.381892,40.319225,-8.983215,16.76884,-6.3399477,12.430558,-1.6157101,-1.8229405,4.3275766,0.7082496,9.92387,Control
56,56,56,-320.83835,115.889885,-18.567453,32.2023,-13.912922,22.4546,-5.903484,15.010487,3.9638033,3.1973557,3.8896942,-1.24776,9.943771,Control
57,57,57,-430.15497,116.92735,1.2910342,19.315002,-2.6549468,12.586198,1.4395131,2.2440987,10.186839,2.7824194,2.3268104,1.8252785,5.334482,Control
58,58,58,-222.25345,124.736595,-36.96186,47.996365,-17.264437,23.914497,-10.916685,7.180689,9.281156,5.3222976,-1.6907028,-0.29589844,12.42088,Control
59,59,59,-347.1396,103.81872,-11.598265,36.70865,-9.045855,22.569584,-3.5215735,13.509491,7.3970213,0.5836622,7.6187763,0.91826206,11.755096,Control
60,60,60,-284.31534,108.056274,-29.899342,50.356876,-16.464598,19.734304,-7.3565016,4.2797184,3.9905953,2.3150969,1.2719707,-3.052238,9.834117,Control
61,61,61,-355.35825,104.9002,-5.309415,27.400497,-4.872048,18.155678,2.7743566,10.739828,12.145145,5.519146,3.4947274,1.9872546,9.898152,Control
62,62,62,-271.2864,121.1194,-10.408509,40.41035,-7.929557,4.410158,-4.314617,-3.6638339,-0.2471339,-7.4557433,-5.1310306,-0.577402,-0.8315862,Control
63,63,63,-223.63525,128.78062,-32.851933,41.908646,-16.796085,8.902008,-4.336231,-6.5664463,2.5314016,-1.5999143,-4.8636913,-1.9462575,1.9403127,Control
64,64,64,-367.08987,115.790306,-0.85501087,27.18873,-17.59267,23.844637,4.333189,11.230924,5.821097,4.236464,4.954825,0.05809414,9.998967,Control
65,65,65,-347.2531,110.68642,-16.362696,29.653526,-10.743942,26.26847,3.9904876,11.154717,6.8272185,3.1108716,6.5645595,-1.3804721,8.533578,Control
66,66,66,-325.30283,112.98592,-14.392392,27.057526,-9.360129,20.09411,-2.9490278,7.3896003,5.7892895,2.2489634,-1.5917958,-0.3265324,8.045477,Control
67,67,67,-228.51494,107.66738,-22.228966,42.603603,-11.461897,14.718357,-7.295515,-1.6796877,-4.0362835,-1.8898305,-2.3031716,-1.3606901,4.987421,Control
68,68,68,-349.7994,110.52891,-2.484312,26.099747,-16.157434,19.383484,7.485481,10.431979,7.4391236,5.565606,2.136141,0.64642966,11.804064,Control
69,69,69,-332.91544,119.78207,-18.12036,27.068201,-6.780277,17.93779,0.93127453,4.7452936,10.442462,-1.4620105,-0.8695325,1.2534322,3.14094,Control
70,70,70,-349.5976,123.804344,-13.170667,20.90096,-22.128218,22.414108,11.481143,10.435913,4.7627797,1.0230772,3.1208992,-0.9917249,6.9958405,Control
71,71,71,-206.00354,117.91382,-35.201103,35.356743,-13.756577,12.982037,-12.961511,-0.37625438,-0.3408879,1.958638,-3.927739,-3.4349864,6.0454044,Control
72,72,72,-253.48825,115.140205,-25.38063,38.435715,-13.841092,12.738604,-2.2690895,-1.9663619,2.7152576,-0.16862871,-1.1298648,-3.854622,2.0187824,Control
73,73,73,-281.36908,117.31474,-9.908538,30.598684,-10.951565,8.0419,5.5713253,-0.75702155,1.2224928,1.309885,-4.141246,2.8074603,4.243454,Control
74,74,74,-325.14655,111.38449,-23.687477,34.913956,-15.536201,23.14838,-0.6575997,9.351451,6.254982,2.2071364,2.2871106,-1.8421129,7.7456293,Control
75,75,75,-241.61235,116.228775,-39.6625,34.57142,-21.622267,21.558287,-9.564776,3.9942725,4.6629815,2.3997896,-0.7737942,-1.9985732,8.536863,Control
76,76,76,-217.25977,138.40433,-30.082895,28.82495,-19.752937,9.906729,-10.837147,-8.224669,0.3266928,-0.4793437,-7.1565213,-1.9853237,4.9432797,Control
77,77,77,-261.7632,127.56028,-18.956726,31.569557,-7.431312,11.020432,-1.8207741,-4.491922,0.6378073,-3.5182405,-2.383585,1.2855574,2.9066195,Control
78,78,78,-277.29248,129.15771,-23.54159,23.027393,-32.08378,27.688736,-8.522702,11.040818,-1.6569802,6.606494,1.5523001,-5.29975,11.502358,Control
79,79,79,-330.08765,94.38752,2.0338771,33.302025,-9.16119,18.741108,-0.3794789,10.590862,0.18864979,-0.00589168,-0.9656662,-0.5938224,7.809205,Control
80,80,80,-447.8295,114.38819,-14.557369,29.56573,-4.4900074,22.476273,0.36711454,5.005297,7.944906,4.139476,1.1779845,-1.6436442,7.5921493,Control
81,81,81,-302.0905,102.28476,-20.135414,27.44452,-14.010369,20.44491,-7.974713,6.8910747,4.616781,-0.04290719,2.9548762,0.923553,10.51679,Control
82,82,82,-228.90215,109.17411,-27.453974,43.73611,-23.475016,18.30964,-15.768169,-1.334687,-0.11479715,-0.5508377,-3.4458485,-2.639109,9.116685,Control
83,83,83,-399.00873,102.34745,-13.195165,30.795927,-9.60269,21.83295,-6.106641,7.900266,6.8867126,5.123777,4.5579953,-3.319192,9.021244,Control
84,84,84,-239.38708,114.82046,-25.798948,39.39813,-12.074314,7.1532974,-4.8412056,-3.7977648,3.1101718,-1.9249394,-4.3382673,1.0573089,5.4534545,Control
85,85,85,-248.31256,126.12005,-29.143744,29.134247,-8.717522,12.235648,-8.063346,-5.5152154,4.467336,-3.7162015,-2.2447443,-1.709866,1.3020555,Control
86,86,86,-340.82898,115.722206,-5.2731,17.358582,-5.6617064,17.27006,7.0380144,1.7678382,6.5928497,2.2469254,-2.3061488,1.5695679,5.158659,Control
87,87,87,-340.15097,109.33319,-18.906082,27.53678,-9.918204,25.56196,-2.3673096,14.404864,4.209632,4.113884,4.0936704,-0.800139,11.3827715,Control
88,88,88,-366.45575,117.78433,-20.368635,24.834938,-6.5662694,23.86399,2.6259398,8.66494,9.8264065,4.0402827,0.43778875,-1.3721099,8.111214,Control
89,89,89,-312.4874,117.51243,-31.282598,28.478428,-9.570531,20.864466,-2.3243363,16.852655,5.323204,3.9987264,-1.8757176,-4.0738306,10.725477,Control
90,90,90,-330.24048,110.85675,-14.794212,35.566,-14.879827,22.765461,-2.5353715,9.076504,3.3759305,0.41071767,4.5291433,0.2824292,6.9808764,Control
91,91,91,-369.729,109.304535,-5.264451,35.93253,-4.052277,22.990969,-0.14384401,15.184912,6.9947166,-0.5747008,5.962672,1.0975071,7.969052,Control
92,92,92,-253.37785,112.94536,-26.231813,49.099155,-21.51033,17.299906,-4.070709,3.0873508,-3.5961556,-0.47103646,-3.1664622,-1.8586454,8.284673,Control
93,93,93,-321.61227,111.07406,-16.64591,29.807062,-8.206634,20.058926,-4.5757565,10.276334,4.0119176,3.6579046,0.026069248,-0.8472718,8.314387,Control
94,94,94,-303.61948,123.3316,-7.815424,31.18949,-10.797966,13.44691,3.6714284,-0.31575692,-0.1798655,-2.862762,-3.9136286,-0.059967898,-0.8136692,Control
95,95,95,-323.80667,105.20772,-24.54225,34.1274,-15.312016,28.100174,-7.3505406,20.215414,4.6408515,2.7959952,5.6130347,-2.6750972,12.32236,Control
96,96,96,-334.75897,109.172165,-20.084702,32.634777,-10.144089,25.457752,-2.0173707,15.324979,7.7340975,1.5538605,4.062908,0.4083375,11.029677,Control
97,97,97,-235.21689,125.270706,-25.098001,30.5011,-23.718733,16.564217,-11.627963,-3.071486,0.8838439,-3.0128984,-2.8541946,-1.7718415,6.036763,Control
98,98,98,-211.55042,115.916046,-36.801735,35.59344,-16.485739,15.107624,-12.471922,-0.20895855,-1.7228599,3.2147522,-2.1779747,-4.2919307,5.1349645,Control
99,99,99,-333.75098,122.35572,-27.434011,29.32855,-7.1416097,21.050705,0.111499995,1.603394,7.6288366,1.6347599,0.7394339,-1.5815676,7.752204,Control
100,100,100,-279.72244,104.545265,-34.96768,46.489902,-15.464936,20.47119,-14.5325985,1.0198154,8.373257,-3.5754018,1.5194267,3.9680946,8.278616,Control
101,101,101,-328.03592,87.09316,-11.986156,42.29029,-14.309958,22.45329,-3.7232206,15.767473,0.4582042,0.33157855,0.5283257,-2.466508,10.211481,Control
102,102,102,-343.32773,93.256874,4.011698,36.78337,-2.696926,12.3139,4.4968104,6.0824347,2.4603667,-0.10938444,0.94763327,1.107801,6.923358,Control
103,103,103,-340.3527,100.874245,-8.640321,45.45797,-14.1653805,22.446346,-7.3930945,14.940873,-0.44646984,0.08383211,5.3976564,-1.4157393,10.262889,Control
104,104,104,-216.83835,115.58821,-34.91568,48.650143,-23.275133,19.731543,-17.240398,1.1097976,-3.9430776,-2.3776503,-0.4342798,-2.3023546,7.067227,Control
105,105,105,-272.01395,114.668846,-20.867117,21.941984,-21.048267,23.323154,-3.2524142,5.329303,-1.348247,5.648542,1.3610811,-2.2964816,5.3341966,Control
106,106,106,-293.07077,123.90309,-31.530352,37.5368,-16.523273,0.44164982,-11.7145195,-6.546997,-1.7777411,1.619423,-5.0132265,-3.8000605,6.986512,Control
107,107,107,-323.20322,108.13067,-12.682006,38.02209,-10.538753,18.714281,-1.560653,14.355018,5.9568024,1.6989667,6.749277,2.3842356,9.871654,Control
108,108,108,-355.23303,111.78078,-17.643494,33.770496,-10.608088,28.21841,-0.63068676,15.630303,7.764923,3.3712616,4.4395423,0.6468472,11.932016,Control
109,109,109,-341.30292,101.59724,6.3122196,15.962756,-6.0845294,15.864582,7.4365206,4.52635,5.5504026,0.13546798,0.7625559,1.0511239,3.7189136,Control
110,110,110,-267.64557,108.44166,-25.439116,50.17776,-14.276623,12.464979,-2.0984468,3.7843406,-1.87717,-1.3526458,-2.475987,-0.2513369,2.5858088,Control
111,111,111,-342.24817,111.25981,4.027508,14.448279,-8.187333,16.97678,8.235096,1.2734162,3.8631017,0.36250353,-0.95593554,-0.3629236,3.7440493,Control
112,112,112,-338.38403,109.59078,-6.385862,19.537615,-12.701956,18.943478,3.2949858,9.606181,7.8324018,1.6429335,1.6171347,0.1178712,9.928146,Control
113,113,113,-309.76395,96.28529,-15.668196,48.223934,-17.304317,24.225742,-12.619897,15.551453,-4.5728765,-1.8955106,4.9163537,-1.6526222,10.695807,Control
114,114,114,-361.14197,102.45213,-3.4636805,44.828903,-8.0002365,29.614506,1.4329414,15.843347,6.0902095,2.6264544,5.9088693,0.9025704,12.411627,Control
115,115,115,-293.0301,115.29384,-33.326775,33.816605,-17.709942,30.000738,-8.81302,17.946062,4.8279862,1.7739575,3.1774583,-3.0239935,11.177932,Control
116,116,116,-357.1011,113.63143,-14.347176,31.496672,-8.640157,16.437292,-0.12628171,8.86032,10.853541,2.9012275,2.5956242,1.312405,6.3872576,Control
117,117,117,-351.5752,104.49032,4.64482,26.962204,-0.82005847,19.182533,1.942327,6.588086,6.9912076,0.83269733,1.441985,3.9118617,8.499657,Control
118,118,118,-341.47382,107.94003,-16.992722,27.742962,-11.832833,23.839138,-6.534641,14.375575,3.5613573,2.6907756,3.1453576,-2.8886154,9.129417,Control
119,119,119,-333.68707,97.89937,-20.559336,36.80293,-14.857901,24.591272,-3.583372,14.504822,6.795067,4.314807,1.7631328,-2.0505288,11.280794,Control
120,120,120,-254.22217,109.11156,-24.868671,38.20606,-20.534807,15.767898,-8.249882,6.3887506,2.4917357,-1.1773503,-0.8012774,-3.2049806,7.2199717,Control
121,121,121,-355.95468,100.328156,-5.7708664,28.012257,-5.119906,20.087292,-1.4127659,12.970165,6.6960444,1.2089659,3.5977821,0.43690726,7.697834,Control
122,122,122,-323.74573,88.16755,-16.445908,46.372692,-14.574947,25.79124,-4.828183,13.006085,-0.04668913,-1.3175074,1.7298197,-2.0481367,5.5001144,Control
123,123,123,-332.55386,93.90294,-6.4503255,45.298397,-10.03114,30.488924,-4.52223,17.71146,3.4989338,2.1539433,7.4980493,2.1856158,12.1199465,Control
124,124,124,-290.00262,135.12854,-26.31975,22.97791,-33.51776,20.408632,12.508679,9.921935,2.321438,2.6015923,1.0804567,-5.303282,7.358201,Control
125,125,125,-329.8705,105.69855,-24.296255,29.443497,-11.366305,24.89952,-6.7661886,12.984096,5.016393,2.522656,3.9136958,-1.3955505,10.65459,Control
126,126,126,-313.95596,114.0138,-18.551655,36.76429,-10.498852,26.191015,-5.820176,14.197685,6.2157073,2.518918,1.1604085,-3.45816,9.380063,Control
127,127,127,-326.31332,103.18702,-21.11898,29.917084,-13.481573,27.660444,-2.7937608,15.058153,6.8038096,4.4814916,3.5842,-0.7974996,10.811561,Control
128,128,128,-218.94041,126.54375,-29.878662,55.7573,-15.338245,18.860104,-4.123177,7.850227,5.835476,2.0878968,-0.65655154,-0.21940246,8.832925,Control
129,129,129,-440.46637,107.78755,-9.757964,40.80364,-6.921564,20.358093,-3.6788123,11.025187,7.2287536,5.6914597,3.9353607,-1.7347137,9.162108,Control
130,130,130,-353.1228,111.81789,-14.721757,26.258528,-8.475695,26.646303,-3.1314187,12.734908,5.546948,4.011276,3.5468016,-0.15529501,11.7137985,Control
131,131,131,-327.49658,120.638596,-18.70178,27.108572,-8.394287,22.983662,0.74280363,10.408738,6.851247,0.09986982,5.968999,1.0902548,7.2030635,Control
132,132,132,-359.77234,97.582214,-0.17420398,24.119354,-1.920166,22.180843,3.7495475,11.944455,8.743314,2.9814432,4.6573987,2.4939086,10.804473,Control
133,133,133,-351.886,107.51069,-6.6754,23.911776,-0.46080533,20.485043,4.3499503,6.641893,5.7749944,1.2546614,4.086015,-1.4139576,5.422715,Control
134,134,134,-354.95535,105.347206,1.5639958,26.167236,-2.1785696,13.850566,4.3530726,5.4397554,6.9950957,1.8144299,0.046834208,-0.12937413,3.9992259,Control
135,135,135,-278.90524,121.081764,-36.538708,38.85001,-10.889433,25.663752,-6.6219482,-3.7421346,5.4010553,3.6646006,-5.069174,-4.4831734,9.614122,Control
136,136,136,-252.89922,113.130615,-23.997288,43.502743,-20.755217,14.463112,-12.16545,5.2795777,-3.9012487,-0.62906754,-1.3031261,-2.0080163,6.9029856,Control
137,137,137,-296.26678,113.09455,-14.168044,20.095661,-24.235474,19.592337,-2.6947172,11.730647,-1.9048553,5.008769,-1.2040625,-4.1775417,11.220735,Control
138,138,138,-235.8622,128.90123,-30.947983,41.8533,-19.928654,9.119671,-11.50242,1.1087447,-3.7796512,-5.054555,-3.9312751,-4.3301024,2.4199646,Control
139,139,139,-206.16093,122.36218,-32.544113,57.345867,-15.748141,7.8951283,-6.579941,-7.1956043,-8.348606,-5.925101,-7.7851486,-5.290103,2.3573308,Control
140,140,140,-231.1494,114.05735,-21.155687,34.751534,-12.886782,6.2958083,-7.248286,3.8996315,2.523036,-3.7404745,-4.5258713,-1.8374408,2.4721563,Control
141,141,141,-338.23306,109.77281,-8.865636,23.055813,-12.920527,15.882149,6.460914,9.915976,6.616743,2.0981243,2.2286353,0.32763267,5.8970127,Control
142,142,142,-373.81546,106.56621,6.885385,29.772291,-1.1245413,18.726051,5.976218,7.329451,4.225131,0.818473,1.3667675,-0.46157482,5.6504397,Control
143,143,143,-368.366,101.18292,7.665382,46.0516,0.62377936,31.860727,5.822544,20.021803,6.5895653,8.703945,9.67829,2.715187,12.364301,Control
144,144,144,-360.07828,106.425415,-8.099607,34.935226,-4.3671527,18.404852,2.1931095,11.801779,6.262127,-0.265697,4.880461,2.6719968,10.413187,Control
145,145,145,-226.14691,116.05932,-38.008347,44.532295,-28.689646,20.343603,-9.584137,1.2464999,0.20892498,0.17233998,-6.620291,-3.2130427,9.149159,Control
146,146,146,-337.40857,89.202065,-3.081025,45.246223,-7.838852,22.744051,-1.7372957,13.094315,-2.9169135,1.9879829,2.3630373,-1.8288972,9.523316,Control
147,147,147,-305.82794,85.38614,-2.441846,30.444405,-0.95301145,12.81685,-5.6899567,6.27466,3.2169585,2.5686703,0.44098112,1.7215626,8.491247,Control
148,148,148,-322.02502,101.77172,-8.603739,34.794228,-13.035421,26.499897,-8.922721,7.4492025,6.566599,0.5896665,2.2880816,0.17167374,11.816527,Control
149,149,149,-247.12074,112.84302,-24.034958,36.148563,-23.158785,19.486937,-7.686185,1.7647645,0.17025521,1.0582702,-0.35718936,-1.5481911,7.803599,Control
150,150,150,-307.79022,119.51429,-15.87302,28.22592,-17.79922,13.550955,9.332565,7.699567,8.129326,2.0582328,3.6459436,1.1884284,4.428918,Control
151,151,151,-222.37553,115.25366,-40.643734,53.76546,-23.213015,12.266115,-9.735865,1.0604675,1.2162733,-5.9738603,-4.524196,-4.911299,5.823765,Control
152,152,152,-327.87003,117.532036,-26.512375,29.742018,-19.470716,25.733934,2.2042437,9.500556,6.696362,3.6598294,1.8653203,-1.5515525,6.2602873,Control
153,153,153,-343.5855,95.66252,-4.1829777,41.9683,-15.178543,25.646736,-2.0577285,8.626365,1.1862658,-1.3111695,4.6412244,-2.40358,11.264427,Control
154,154,154,-263.75864,118.31963,-23.25987,33.154526,-7.649579,7.979836,-1.6640369,-3.2269866,2.4232512,-1.8170477,-2.4612076,-3.3331673,1.565441,Control
155,155,155,-373.38028,104.5058,-1.2376553,27.11748,-5.0641603,22.455578,3.4520695,8.02098,7.9440804,2.0963776,3.2872653,2.602826,8.6351,Control
156,156,156,-361.7969,104.92752,-0.10965735,24.759457,4.7918725,14.185806,3.080321,7.3536034,7.2537813,-0.3958386,-0.5765611,-0.27198502,3.8066998,Control
157,157,157,-444.75504,136.33182,-32.155373,58.549755,-29.733547,50.02608,-13.259606,26.441084,0.9787352,8.857888,5.5915084,-1.293572,16.590584,Control
158,158,158,-340.79767,107.437546,-2.0485868,26.659966,-0.23058653,13.027836,0.47276387,4.1225176,6.794267,-2.0592778,-1.1221722,0.7610981,5.7686076,Control
159,159,159,-324.99176,121.06764,-16.168743,21.423931,-14.007838,17.700686,2.6714158,8.1351795,6.392035,2.2003028,0.6368224,-1.631081,4.890072,Control
160,160,160,-232.82317,123.17301,-24.449509,37.463356,-17.978197,8.660271,-7.545078,-1.5976226,-2.017538,-2.6901293,-2.6559632,-0.91216135,2.3172603,Control
161,161,161,-331.54205,111.80651,-21.988514,33.45711,-11.951343,28.678621,-2.6360135,14.07478,6.8003197,1.6638159,3.8134508,-2.6725626,10.436518,Control
162,162,162,-338.94687,110.977005,5.7959337,31.020975,6.8852515,23.006163,6.656049,10.696146,12.919529,5.802766,6.170252,4.101117,6.741732,Control
